Time[s], Data[Decimal]
0.000000000000000, 0
0.031509083333333, 1
0.031509500000000, 0
0.031510333333333, 1
0.031510750000000, 0
0.031511583333333, 1
0.031512000000000, 0
0.031512833333333, 1
0.031513250000000, 0
0.031514083333333, 1
0.031514500000000, 0
0.031515333333333, 1
0.031515750000000, 0
0.031516583333333, 1
0.031517000000000, 0
0.031517833333333, 1
0.031518250000000, 0
0.031519083333333, 1
0.031519916666667, 0
0.031520333333333, 1
0.031521166666667, 0
0.031521583333333, 1
0.031522416666667, 0
0.031522833333333, 1
0.031523666666667, 0
0.031524083333333, 1
0.031524916666667, 0
0.031525333333333, 1
0.031526166666667, 0
0.031526583333333, 1
0.031527416666667, 0
0.031527833333333, 1
0.031528666666667, 0
0.031529083333333, 1
0.031529500000000, 0
0.031530333333333, 1
0.031530750000000, 0
0.031531583333333, 1
0.031532000000000, 0
0.031532833333333, 1
0.031533250000000, 0
0.031534083333333, 1
0.031534500000000, 0
0.031535333333333, 1
0.031535750000000, 0
0.031536583333333, 1
0.031537000000000, 0
0.031537833333333, 1
0.031538250000000, 0
0.031539083333333, 1
0.031539500000000, 0
0.031540333333333, 1
0.031540750000000, 0
0.031541583333333, 1
0.031542000000000, 0
0.031542833333333, 1
0.031543250000000, 0
0.031544083333333, 1
0.031544500000000, 0
0.031545333333333, 1
0.031545750000000, 0
0.031546583333333, 1
0.031547000000000, 0
0.031547833333333, 1
0.031548250000000, 0
0.031549083333333, 1
0.031549916666667, 0
0.031550333333333, 1
0.031551166666667, 0
0.031551583333333, 1
0.031552416666667, 0
0.031552833333333, 1
0.031553666666667, 0
0.031554083333333, 1
0.031554916666667, 0
0.031555333333333, 1
0.031556166666667, 0
0.031556583333333, 1
0.031557416666667, 0
0.031557833333333, 1
0.031558666666667, 0
0.031559083333333, 1
0.031559500000000, 0
0.031560333333333, 1
0.031560750000000, 0
0.031561583333333, 1
0.031562000000000, 0
0.031562833333333, 1
0.031563250000000, 0
0.031564083333333, 1
0.031564541666667, 0
0.031565375000000, 1
0.031565791666667, 0
0.031566583333333, 1
0.031567041666667, 0
0.031567833333333, 1
0.031568291666667, 0
0.031569083333333, 1
0.031569500000000, 0
0.031570333333333, 1
0.031570750000000, 0
0.031571583333333, 1
0.031572000000000, 0
0.031572833333333, 1
0.031573250000000, 0
0.031574083333333, 1
0.031574500000000, 0
0.031575333333333, 1
0.031575750000000, 0
0.031576583333333, 1
0.031577000000000, 0
0.031577833333333, 1
0.031578250000000, 0
0.031579083333333, 1
0.031579916666667, 0
0.031580333333333, 1
0.031581166666667, 0
0.031581583333333, 1
0.031582416666667, 0
0.031582833333333, 1
0.031583666666667, 0
0.031584083333333, 1
0.031584958333333, 0
0.031585333333333, 1
0.031586208333333, 0
0.031586583333333, 1
0.031587458333333, 0
0.031587833333333, 1
0.031588708333333, 0
0.031589083333333, 1
0.031589541666667, 0
0.031590333333333, 1
0.031590791666667, 0
0.031591625000000, 1
0.031592041666667, 0
0.031592875000000, 1
0.031593291666667, 0
0.031594125000000, 1
0.031594541666667, 0
0.031595375000000, 1
0.031595791666667, 0
0.031596625000000, 1
0.031597041666667, 0
0.031597875000000, 1
0.031598291666667, 0
0.031599125000000, 1
0.031599541666667, 0
0.031600375000000, 1
0.031600791666667, 0
0.031601625000000, 1
0.031602041666667, 0
0.031602875000000, 1
0.031603291666667, 0
0.031604125000000, 1
0.031604541666667, 0
0.031605375000000, 1
0.031605791666667, 0
0.031606625000000, 1
0.031607041666667, 0
0.031607875000000, 1
0.031608291666667, 0
0.031609125000000, 1
0.031609958333333, 0
0.031610375000000, 1
0.031611208333333, 0
0.031611625000000, 1
0.031612458333333, 0
0.031612875000000, 1
0.031613708333333, 0
0.031614125000000, 1
0.031614958333333, 0
0.031615375000000, 1
0.031616208333333, 0
0.031616625000000, 1
0.031617458333333, 0
0.031617875000000, 1
0.031618708333333, 0
0.031619125000000, 1
0.031619541666667, 0
0.031620375000000, 1
0.031620791666667, 0
0.031621625000000, 1
0.031622041666667, 0
0.031622875000000, 1
0.031623291666667, 0
0.031624125000000, 1
0.031624541666667, 0
0.031625375000000, 1
0.031625791666667, 0
0.031626625000000, 1
0.031627041666667, 0
0.031627875000000, 1
0.031628291666667, 0
0.031629125000000, 1
0.031629541666667, 0
0.031630375000000, 1
0.031630791666667, 0
0.031631625000000, 1
0.031632041666667, 0
0.031632875000000, 1
0.031633291666667, 0
0.031634125000000, 1
0.031634541666667, 0
0.031635375000000, 1
0.031635791666667, 0
0.031636625000000, 1
0.031637041666667, 0
0.031637875000000, 1
0.031638291666667, 0
0.031639125000000, 1
0.031639958333333, 0
0.031640375000000, 1
0.031641208333333, 0
0.031641625000000, 1
0.031642458333333, 0
0.031642875000000, 1
0.031643708333333, 0
0.031644125000000, 1
0.031644958333333, 0
0.031645375000000, 1
0.031646208333333, 0
0.031646625000000, 1
0.031647458333333, 0
0.031647875000000, 1
0.031648708333333, 0
0.031649125000000, 1
0.031649541666667, 0
0.031650375000000, 1
0.031650791666667, 0
0.031651625000000, 1
0.031652041666667, 0
0.031652875000000, 1
0.031653291666667, 0
0.031654125000000, 1
0.031654541666667, 0
0.031655375000000, 1
0.031655791666667, 0
0.031656625000000, 1
0.031657041666667, 0
0.031657875000000, 1
0.031658291666667, 0
0.031659125000000, 1
0.031659541666667, 0
0.031660375000000, 1
0.031660791666667, 0
0.031661625000000, 1
0.031662041666667, 0
0.031662875000000, 1
0.031663291666667, 0
0.031664125000000, 1
0.031664541666667, 0
0.031665375000000, 1
0.031665791666667, 0
0.031666625000000, 1
0.031667041666667, 0
0.031667875000000, 1
0.031668291666667, 0
0.031669125000000, 1
0.031669958333333, 0
0.031670375000000, 1
0.031671208333333, 0
0.031671625000000, 1
0.031672458333333, 0
0.031672875000000, 1
0.031673708333333, 0
0.031674125000000, 1
0.031674958333333, 0
0.031675375000000, 1
0.031676208333333, 0
0.031676625000000, 1
0.031677458333333, 0
0.031677875000000, 1
0.031678708333333, 0
0.031679125000000, 1
0.031679541666667, 0
0.031680375000000, 1
0.031680791666667, 0
0.031681625000000, 1
0.031682041666667, 0
0.031682875000000, 1
0.031683291666667, 0
0.031684125000000, 1
0.031684541666667, 0
0.031685375000000, 1
0.031685791666667, 0
0.031686625000000, 1
0.031687041666667, 0
0.031687875000000, 1
0.031688291666667, 0
0.031689125000000, 1
0.031689541666667, 0
0.031690375000000, 1
0.031690791666667, 0
0.031691625000000, 1
0.031692041666667, 0
0.031692875000000, 1
0.031693291666667, 0
0.031694125000000, 1
0.031694541666667, 0
0.031695375000000, 1
0.031695791666667, 0
0.031696625000000, 1
0.031697041666667, 0
0.031697875000000, 1
0.031698291666667, 0
0.031699125000000, 1
0.031699958333333, 0
0.031700375000000, 1
0.031701208333333, 0
0.031701625000000, 1
0.031702458333333, 0
0.031702875000000, 1
0.031703708333333, 0
0.031704125000000, 1
0.031704958333333, 0
0.031705375000000, 1
0.031706208333333, 0
0.031706625000000, 1
0.031707458333333, 0
0.031707875000000, 1
0.031708708333333, 0
0.031709125000000, 1
0.031709541666667, 0
0.031710375000000, 1
0.031710791666667, 0
0.031711625000000, 1
0.031712041666667, 0
0.031712875000000, 1
0.031713291666667, 0
0.031714125000000, 1
0.031714541666667, 0
0.031715375000000, 1
0.031715791666667, 0
0.031716625000000, 1
0.031717041666667, 0
0.031717875000000, 1
0.031718291666667, 0
0.031719125000000, 1
0.031719541666667, 0
0.031720375000000, 1
0.031720791666667, 0
0.031721625000000, 1
0.031722041666667, 0
0.031722875000000, 1
0.031723291666667, 0
0.031724125000000, 1
